key,title,doi,year,first_author,type,venue,decision,exclusion_criterion,justification,llm_base,adaptation_technique,fine_tuning_method,dataset,output_format,evaluation_method,personalization,educational_level,rq_coverage,key_findings
ES347CTA,A Contextualized Learner-Profiling Transformer Architecture for Adaptive Grammar Error Diagnosis and Instruction,10.14569/IJACSA.2026.0170153,2026,shobharani,journalArticle,International Journal of Advanced Computer Science and Applications,IN,,"Journal article (2026, IJACSA) in English that proposes AMT-T5, a fine-tuned T5 transformer framework for adaptive grammar error correction, error-type classification, and personalized feedback generation in ESL education. Directly uses supervised fine-tuning (multitask) plus DPO alignment on an LLM (T5) to produce learner-centered didactic feedback, with explicit learner profiling and personalization. Meets CI1-CI6 fully.","T5-base (encoder-decoder, Hugging Face Transformers)",Supervised fine-tuning (multitask learning) + Direct Preference Optimization (DPO) + Knowledge Distillation; adaptive attention reweighting conditioned on dynamic learner error profiles,"Multitask supervised fine-tuning with joint grammar correction, error-type classification, and explanation generation losses; DPO for pedagogical alignment; Knowledge Distillation for deployment efficiency","Lang-8 Learner Corpus (Kaggle), authentic ESL learner sentences with native-speaker corrections; 80/10/10 train/val/test split","Corrected sentence + error-type label + natural language explanation/feedback (text output, three parallel decoder heads)","BLEU (78.9), GLEU (90.7), full-sentence accuracy (75.3%), Levenshtein edit distance (1.7 avg), Error Reduction Rate (91.2%); ablation study; qualitative user evaluation (N=60 ESL learners)",yes,"Adult ESL learners (language learning / L2 English instruction, not domain-specific academic level stated)",RQ1; RQ2; RQ3; RQ5; RQ6; RQ7,"AMT-T5 outperforms GECToR, BART-GEC, and RoBERTa-GEC by 18-22% on GLEU and ERR. Learner-conditioned adaptive attention reweighting significantly reduces recurring grammatical errors across sessions. DPO alignment improves pedagogical validity of corrections. 93% of users valued explanation-based feedback; 83% reported learning from corrections. The framework demonstrates that integrating learner profiling into the transformer attention mechanism, rather than as post-hoc processing, is the key architectural novelty for personalized educational NLP."
ETTMZR9C,Developing a multi-layer agent framework to enhance AI-generated educational questions for cybersecurity,10.1007/s43995-025-00136-x,2025,Alshehri,journalArticle,Journal of Umm Al-Qura University for Engineering and Architecture,IN,,"Journal article (2025, English) that uses ChatGPT via API with domain-specific fine-tuning and a multi-layer agent framework to generate and iteratively refine educational MCQs for cybersecurity certification (CompTIA Security+). Directly addresses LLM adaptation (domain fine-tuning, scenario enrichment, adaptive feedback loops) for didactic content generation and evaluates quality via Bloom's Taxonomy. Meets all inclusion criteria CI1-CI5; no exclusion criterion applies.",ChatGPT (GPT-4 via ChatGPT API),"Domain-specific fine-tuning + multi-layer agent framework with scenario enrichment, iterative adaptive feedback loops, and hybrid automated/expert evaluation",Domain-specific fine-tuning with cybersecurity scenario-rich datasets; iterative refinement via multi-stage evaluation pipeline aligned to Bloom's Taxonomy cognitive levels,CompTIA Security+ Study Guide (Exam SY0-701): 340 book-based questions across 17 chapters used as reference/ground-truth for comparison,"Multiple-choice questions (MCQs) for cybersecurity certification assessment, delivered via web platform",Bloom's Taxonomy weighted scoring (100-point system across 6 cognitive levels); quantitative comparison of AI-generated vs. human-authored book questions; hybrid automated + subject-matter-expert review,partial,Higher education / professional certification (CompTIA Security+ SY0-701),RQ2; RQ3; RQ4; RQ5; RQ6; RQ7; RQ8,"AI-generated questions (ChatGPT) excel at lower-order cognitive tasks (remembering, understanding) but underperform at higher-order levels (applying, analyzing, evaluating, creating) compared to human-authored questions (74.5/100 vs. 88/100). A multi-layer agent framework with domain fine-tuning, scenario enrichment, difficulty progression, and iterative feedback loops significantly improved cognitive depth and exam relevance. The hybrid human-AI evaluation model ensured scalability and quality. Identified gaps: limited real-world scenario depth, need for reinforcement learning integration, and domain-specific dataset scarcity."
EY3XIJF4,AI-enhanced structured dataset building for generating meaningful knowledge relationships and diversified questions,10.1016/j.eswa.2025.129939,2026,Hwang,journalArticle,Expert Systems with Applications,IN,,"Journal article (Expert Systems With Applications, 2026) in English meeting all inclusion criteria. Uses LLMs (GPT-4) with prompting techniques (ToT, CoT, RAG) to generate structured educational datasets and diversified Q&A pairs for a university-level database course. Directly addresses LLM adaptation for didactic content generation, multi-format output (MCQ with difficulty levels, MCQ with cognitive development levels, gap-filling), and personalization via Bloom's taxonomy alignment. No medical content; not a review/survey. It presents an original system (SKQA) with empirical evaluation.",GPT-4,"Prompting (Tree-of-Thought, Chain-of-Thought, RAG); no fine-tuning applied; LLMs used via prompt engineering and retrieval augmentation",,"DBE-KT22 (knowledge tracing dataset) pre-processed into structured knowledge component (KC) relationship files; plus recognized database textbook (Elmasri, 2015) used as RAG source. Generated output: 1,017 Q&A pairs.","Multiple-choice questions (MCQ) with varying difficulty levels (basic/intermediate/advanced), multiple-choice with Bloom's cognitive development levels, and gap-filling questions, all grounded in multi-KC relationship structures","Quantitative: comparison against baseline RAG models (Mistral-7B+RAG, LLaMA-3-8B+RAG, GPT-4+RAG) on Q&A quality metrics. Qualitative: human expert evaluation (20 experts, 3 universities) using 24-item questionnaire measuring relevancy, language fluency, comprehensibility, linguistic complexity, completeness, difficulty quality, cognitive development quality, usability, and overall quality (Likert 1-5); Cronbach's alpha = 0.933. Also compared against KT datasets (ASSISTments, KDCup, EdNet, DBE-KT22) and open-source FDS Q&A datasets.",partial,Higher education (university-level database course: Fundamentals of Database Systems); framework claimed applicable across subjects/courses,RQ1; RQ2; RQ3; RQ5; RQ6; RQ7,"SKQA system uses ToT-based prompting to automatically build structured knowledge component (KC) groups with multiple inter-KC relationships (3-4 KCs per question), overcoming the single-KC limitation of prior datasets. Combined with RAG and LangChain, it generates 1,017 diverse Q&A pairs covering difficulty levels (QDL) and cognitive development levels (QCD, aligned with Bloom's taxonomy) across three question types. Expert evaluation scores range 4.1-4.7/5; SKQA outperforms all three RAG baseline models. The system is general-purpose and demonstrated on a DB course but extensible to other domains (e.g., Operating Systems). Main limitation: hallucination mitigation via RAG but no fine-tuning performed."
F94NIF7Z,Enhancing LLM with CA Domain Knowledge using Fine Tuning and RAG Techniques,10.1109/IC_ASET65966.2025.11232375,2025,Kashyap,conferencePaper,"Proc. - Int. Conf. Adv. Syst. Emergent Technol., IC_ASET",EX,fuera-alcance,"The article develops a Q&A system based on LLaMA-2 7b (fine-tuning with LoRA and multiple RAG variants) to answer Chartered Accountancy (CA) exam questions. The output consists of contextual answers to exam queries, not generation of didactic material (lessons, structured exercises, summaries, quizzes, multi-format content for teaching). It fits exactly the out-of-scope case defined: an LLM adapted to a domain without didactic material generation, oriented toward professional exam preparation Q&A rather than teaching or educational content production.",LLaMA-2 7b,fine-tuning; LoRA; RAG; Simple RAG; Self-RAG; RAG Fusion; HyDE,LoRA (Low-Rank Adaptation) with PEFT on a CA Q&A dataset,Curated dataset of ICAI materials (CA Foundation syllabus): textbooks and CA exam Q&A (100 MCQ per topic from past ICAI exams),textual answers to exam questions (Q&A),cosine similarity; SBERT similarity; ROUGE-L1; ROUGE-L2; LLM-as-a-judge (GPT-4o-mini) on relevance/consistency/fluency/coherence,no,"Professional exam preparation (Chartered Accountancy, India)",RQ3; RQ4; RQ6,HyDE combined with a fine-tuned LLM (LoRA) achieves the best performance across all RAG methods evaluated. Fine-tuning improves all RAG approaches except Self-RAG. RAG Fusion underperforms in the fine-tuned model. The ft+HyDE combination maximizes semantic relevance and coherence according to NLP metrics and LLM-as-a-judge evaluation.
G28HEP3R,BegoniaGPT: Cultivating the large language model to be an exceptional K-12 English teacher,10.1016/j.neunet.2025.107488,2025,Rong,journalArticle,Neural Networks,IN,,"Journal article (Neural Networks, 2025) proposing BegoniaGPT, a specialized LLM for K-12 English language teaching. Meets CI1 (2025), CI2 (English), CI3 (journal article), CI4 (LLM for education), CI5 (supervised fine-tuning + RLHF + RAG), CI6 (full text available). Not a review or editorial. The domain is language education, not medical. Generates personalized didactic content (exercises, lesson plans, essay correction) adapted to the educational level (primary, secondary, upper secondary).",Qwen 2 (7B),Continued pre-training (CPT) + Supervised Fine-Tuning (SFT) + Reinforcement Learning from Human Feedback (RLHF) + Retrieval-Augmented Generation (RAG),"Continued pre-training with MLM loss on the EngCorpus (~300 MB, ~50 M tokens); SFT on 65,000 curated instructions/conversations (EngCorpus: BasCorpus + ProCorpus + VisCorpus + EmoCorpus); alignment with RLHF (reward model trained with feedback from expert teachers)","EngCorpus: proprietary corpus of ~65,000 instruction/conversation samples for K-12 English, composed of BasCorpus (10k instructions from 15 English textbooks), ProCorpus (15k exercises from 30 textbooks grades 1-12 + 12k pedagogical conversations generated with GPT-4o), VisCorpus (10k instructions from 50 newspapers/magazines/forums), EmoCorpus (30k psychological counseling conversations from an open-source dataset)","Multi-turn conversational responses: grammatical explanations, gap-fill exercises, sample essays, writing correction with detailed feedback, lesson plans, student progress tracking, emotional support","Automatic benchmarks on 4 real K-12 English exams (E-EVAL 2023-2024 EEM, EEH, Eng-Gaokao 2024); automatic evaluation with Claude 3-opus; manual evaluation by experts (interactivity, heuristics, personalization, overall satisfaction); comparison against 10 SOTA LLMs (GPT-4o, ChatGPT, LLaMA 3, Qwen 2, Baichuan 4, ChatGLM 3, TechGPT, EduChat, iFlytek Spark)",yes,"K-12 (primary, secondary, and upper secondary); specifically designed to distinguish the cognitive and curricular needs of the three levels",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6,"BegoniaGPT outperforms 10 SOTA LLMs on 4 K-12 English benchmarks (average margin 2.86%). The full system integrates CPT + SFT + RLHF + RAG to cover three roles (student, teacher, parent). Personalization by educational level (primary focused on playful interaction, secondary on grammatical knowledge, upper secondary on critical thinking) significantly improves teacher satisfaction. Average expert evaluation is 14.81% higher than other LLMs in overall satisfaction. BegoniaGPT 2.0 (under development) will extend to university education and multiple disciplines."
GPHNCP5G,High-Quality Distractors Generation for Human Exam Based on Reinforcement Learning from Preference Feedback,10.1007/978-981-97-9440-9_8,2025,Wang,conferencePaper,"NATURAL LANGUAGE PROCESSING AND CHINESE COMPUTING, PT IV, NLPCC 2024",IN,,"The paper proposes DGRL, a method that fine-tunes large language models (via SFT then reinforcement learning from preference feedback) to generate high-quality distractors for multiple-choice reading comprehension questions in real-world human exams. It meets CI4 (LLMs for generating educational material, distractor generation is a core component of exam/quiz creation), CI5 (applies fine-tuning: SFT + RL), and CI1-CI3 (2025 conference paper in English). The educational context is explicit: generating exam question components for English reading comprehension assessments.","LLaMA; ChatGLM; ChatGPT (GPT-4, used for reward model ranking)",fine-tuning,SFT + RLHF,"EQG-RACE dataset (English reading comprehension questions with human-written distractors); ~1000 samples ranked for reward model training (~66,000 pairwise comparisons)",quiz (multiple-choice question distractors),"mixed (automatic metrics: BLEU, ROUGE-L, ACD, Self-BLEU, D-1, D-2, BERT accuracy; human evaluation by experienced English examiners)",no,higher ed / language learning (English reading comprehension exams),RQ2; RQ4; RQ5; RQ6,"DGRL, combining supervised fine-tuning with reinforcement learning from preference feedback, outperforms baselines in generating high-quality, misleading, and diverse distractors for real-world English reading comprehension exams. DGRL_RL^Q achieves the highest proportion of strongly misleading distractors (72.35%) and lowest BERT answering accuracy (46.80%), confirming that RL-based training produces more effective exam distractors than SFT alone."
H2GFAXSJ,Optimizing Diary Studies Learning Outcomes with Fine-Tuned Large Language Models on the Diaryquest Platform,10.1109/FIE63693.2025.11328660,2025,Oh,conferencePaper,Proc. Front. Educ. Conf. FIE,IN,,"Meets all inclusion criteria: published in 2025 (CI1), in English (CI2), IEEE FIE conference article (CI3), uses a fine-tuned LLM to generate personalized didactic feedback in a university educational context (CI4), applies fine-tuning with LoRA on Mistral 7B (CI5), and full text is available (CI6). No exclusion criteria apply: not an editorial, not a review/survey, not medical in scope, and explicitly uses an LLM.",Mistral 7B,Supervised fine-tuning with LoRA (Low-Rank Adaptation) on Mistral 7B; knowledge distillation using a teacher model of more than 70B parameters to generate the training data,"LoRA (Low-Rank Adaptation), modifying attention matrices W_q and W_v; 13,222,350 training tokens, 10 epochs, learning rate 0.0001; dataset generated via distillation from a teacher model >70B","1,046 diary entries selected from 1,372 entries collected in the introductory HCI course at Virginia Tech (multiple semesters); System/User/Assistant triad structure with feedback and summaries generated by the teacher model",Free text: personalized feedback per diary entry and thematic summaries; additional output in JSON for the semantic graph (topics and relations),"Survey with 12 participants (10 students, 2 instructors): 5-point Likert scale for relevance, clarity, depth, and usefulness of feedback; UX evaluation of the system (functionality, intuitiveness, thematic analysis, semantic search); model performance comparison by input length (detailed >500 words, general 200-300, brief ~100 words)",yes,"University higher education (introductory HCI course, Computer Science, Virginia Tech)",RQ1; RQ2; RQ3; RQ5; RQ7,"The Mistral 7B model fine-tuned with LoRA generates high-quality feedback for student diary entries in HCI courses, outperforming other open-source models (Llama 3.1 8B, Gemma 2 9B) in blind rater evaluation (Borda count). LLM feedback significantly improves the depth of student reflection and teaching efficiency in large-enrollment courses. The model performs better on short and medium-length entries (Avg 4.00-4.33/5) than on detailed entries over 500 words (Avg 3.92/5). The DiaryQuest platform with integrated LLM achieves an overall satisfaction score of 4.58/5. The evaluation with only 12 participants limits generalizability of results."
H7P66NNV,Tailored Tales: Enhancing Children's Reading Comprehension with Preference-Tuned Automatic Story Generation,10.1109/ICCAI66501.2025.00057,2025,Shankarnarayanan,conferencePaper,"Proc. - Int. Conf. Comput. Artif. Intell., ICCAI",IN,,"The article applies DPO (Direct Preference Optimization) and KTO (Kahneman-Tversky Optimization) on Mistral-7B to generate short stories aimed at reading comprehension for primary school children (EGRA). It meets CI1 (central LLM: Mistral-7B), CI2 (explicit educational context), CI3 (experimental methodology with annotated datasets and metrics), CI4 (generation of narrative didactic material), CI5 (published 2025, ICCAI 2025), and CI6 (accessible via IEEE Xplore with USAL license). It is not an editorial (CE1), not a survey (CE2), not biomedical (CE3), and the LLM plays a central role in direct didactic generation (not CE5/out-of-scope).",Mistral-7B (OpenHermes-2.5-Mistral-7B); GPT-4,DPO (Direct Preference Optimization); KTO (Kahneman-Tversky Optimization); zero-shot prompting,Preference-based fine-tuning: DPO with good/bad story pairs from the HANNA dataset; KTO with the ROCStories dataset and binary classification of EGRA criteria using Mistral-7B-Instruct-v0.2,"HANNA (Human-Annotated Narratives for Automatic Story Generation, 1056 stories, 96 prompts); ROCStories (100,000 commonsense stories of 5 sentences, Amazon Mechanical Turk)","short stories (brief narrative, ~60 words); narrative text in English for children","manual evaluation by a human expert using the EGRA rubric (16 criteria); readability metrics: Flesch-Kincaid, Flesch Ease, Coleman Liau, Dale Chall, ARI, SPACHE, Linsear Write; semantic diversity: CLIP encoding (cosine similarity), silhouette score, BERT score; N-gram diversity (Distinct-N, bigrams)",partial,"Early primary education (early grades, children learning to read, EGRA target audience)",RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"Preference tuning (DPO and KTO) on Mistral-7B significantly improves the quality and diversity of generated stories compared to zero-shot GPT-4, while preserving narrative coherence and suitability for a child reader profile. DPO achieves 89% EGRA compliance (adjusted) and KTO achieves 87%. Diversity measured with BERT score and N-gram is comparable to or better than classical inspiration-based methods. KTO produces greater lexical diversity while DPO shows greater semantic uniformity. The work demonstrates that preference tuning is an efficient alternative to full fine-tuning for generating didactic material personalized by pedagogical criteria."
HTZTEE7X,Book2QA: A Framework for Integrating LLMs to Generate High-quality QA Data from Textbooks,10.1109/IJCNN64981.2025.11227625,2025,Cui,conferencePaper,Proc Int Jt Conf Neural Networks,IN,,"Paper proposes Book2QA, a multi-LLM framework that generates high-quality QA datasets from textbooks using hierarchical prompting grounded in Bloom's taxonomy, then fine-tunes smaller educational chatbots (Baichuan-7B) via SFT+LoRA on the synthetic data. It also incorporates RAG for retrieval-augmented QA answering. All core inclusion criteria are met: 2025 IJCNN conference paper, English, empirical framework with fine-tuning + prompting + RAG, directly targeting educational QA generation from didactic content.",Baichuan-7B-Chat; Baichuan-13B-Chat; InternLM-7B-Chat; Qwen-7B-Chat; GPT-4 (evaluator/baseline); Qwen-Max (baseline),Supervised Fine-Tuning (SFT) with LoRA; hierarchical prompting based on Bloom's taxonomy (six cognitive levels); RAG with bge-base-zh + Faiss for retrieval-augmented QA,"SFT with LoRA (lora_rank=8, lora_alpha=16, lr=5e-5, 1 epoch, LlamaFactory, NVIDIA A100)","Book2QA_DI (5940 synthetic QA pairs from two computer science textbooks); Book2QA_ChineseSquad (1440 pairs); Book2QA_CMRC2018 (1440 pairs); evaluation sets DI80, DI240, ChineseSquad_eval (296 questions), CMRC2018_eval (492 questions)",QA pairs (open-ended questions + long-form answers) from textbook content,"Automatic: BERTScore (BF1), ROUGE-L, K-Precision; Human: 3 native-speaker evaluators rating relevance, accuracy, helpfulness on 5-point Likert scale; GPT-4 as judge with win-tie-loss comparison; Krippendorff's alpha for inter-rater agreement",partial,Higher education / undergraduate (computer science first-year Chinese university students),RQ2; RQ3; RQ4; RQ5; RQ6,"Book2QA generates cost-effective synthetic QA data from textbooks by integrating multiple medium-scale LLMs with Bloom's taxonomy prompting and IFD/r-IFD filtering. Models fine-tuned on Book2QA_DI outperform RAG-only versions in multi-paragraph tasks and rival SOTA models (GPT-4-RAG, Qwen-Max) at a fraction of cost ($0 local inference vs. $2/1M tokens for ChatGPT). Synthetic data exceeds human-annotated data on BF1 and ROUGE-L. The framework generalises beyond textbooks to QA datasets in other domains (ChineseSquad, CMRC2018)."
HWGAAZ3V,Designing and Evaluating a 5E-Structured GenAI Coach for Guided Inquiry: A Pedagogy-to-Prompt Engineering Framework,10.3390/educsci16030384,MAR ,Lin,journalArticle,EDUCATION SCIENCES,IN,,"Journal article (2026, EN) presenting an original quasi-experimental empirical study (N=60, middle school). Uses GPT-4 as the foundation LLM and structured prompt engineering (5E Learning Cycle + 5S Prompting Principles translated into system prompts) as the core adaptation technique to create a pedagogically structured GenAI coach for chemistry education. Meets all inclusion criteria: CI1 (2026), CI2 (EN), CI3 (journal article), CI4 (LLM for didactic material generation and tutoring), CI5 (prompt engineering as explicit adaptation technique), CI6 (full text available). No exclusion criteria apply: not a review/survey, not medical, uses LLM (GPT-4).",GPT-4; GPT-4o; Gemini 2.5 Flash,"Prompt engineering, 5S Prompting Principles (Set the Scene, Be Specific, Simplify Language, Structure Output, Share Feedback) combined with 5E Learning Cycle (Engage, Explore, Explain, Elaborate, Evaluate) as instructional architecture embedded in system prompts; no-code custom GPT built via OpenAI platform",,"Domain-specific knowledge base: content knowledge on balancing chemical equations (middle school, 8th grade) and a common error analysis table with problem types, correct answers, student errors, causes, misconceptions, and correction strategies; interaction logs from N=60 students in quasi-experimental study","Conversational dialogue (Socratic questioning, scaffolded hints, formative feedback on student answers, step-by-step guided inquiry through 5E phases)","Quasi-experimental design (pre/post test, N=60, GenAI vs. control group); t-test (t(58)=2.646, p=0.011, Cohen's d=0.68); Johnson-Neyman analysis for moderation by prior knowledge; Lag Sequential Analysis (LSA) of interaction logs to verify adherence to 5E pedagogical sequence (z=11.157 for Engage→Explore transition)",yes,"Middle school (8th grade, ~13-14 years old)",RQ1; RQ2; RQ3; RQ5; RQ6; RQ7,"A GPT-4 custom coach structured via a Pedagogy-to-Prompt Engineering Framework (5E Learning Cycle + 5S Prompting Principles) significantly improved middle school students' ability to balance chemical equations compared to traditional instruction (Cohen's d=0.68); the coach was particularly effective for low-prior-knowledge students (J-N threshold: pre-test score < 39.39), narrowing the achievement gap; LSA confirmed the dialogue adhered to the intended 5E pedagogical sequence; the framework was subsequently deployed at national scale on Taiwan's Adaptive Learning Platform (TALPer) using GPT-4o and Gemini 2.5 Flash, serving students from Grade 1 to 12."
IVDPJK5S,From Uniform to Unique: Adaptive K-12 Assessment Using Large Language Models,10.1007/978-3-032-04354-2_1,2026,Goenka,conferencePaper,"EXPERIMENTAL IR MEETS MULTILINGUALITY, MULTIMODALITY, AND INTERACTION, CLEF 2025",IN,,"Conference paper (2026) in English meeting all inclusion criteria. Presents PLA, an adaptive K-12 learning assistant powered by a fine-tuned LLaMA 3.1 8B Instruct model. Stage I fine-tunes LLaMA 3.1 on NCERT-derived MCQs (after initial generation via Gemini 1.0 Pro); Stage II performs adaptive diagnostic testing using Bayesian inference and difficulty-aware scoring. Directly addresses LLM fine-tuning for didactic material (MCQ generation), personalization per student profile (Bloom's Taxonomy levels, learner profiling), and educational quality evaluation. Not a survey/review; not medical domain.",LLaMA-3.1-8B-Instruct; Gemini-1.0-Pro; T5,fine-tuning + prompting,SFT,"NCERT K-12 textbook passages (Indian curriculum); initial MCQs generated by Gemini 1.0 Pro, then human-validated and used to fine-tune LLaMA 3.1 and T5; dataset available on Hugging Face","quiz (MCQs aligned to Bloom's Taxonomy levels: Remember/Understand, Apply/Analyze, Evaluate/Create)",mixed (empirical pilot with ~30 students grades 8-12; difficulty-aware confidence scoring; comparison of self-assessed prior vs. system score; simulation results),yes,K-12,RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"A fine-tuned LLaMA 3.1 model combined with Bayesian probabilistic diagnosis and Bloom's Taxonomy-aligned MCQ generation outperforms single-question adaptive systems by suppressing random guessing (P_topic ≈ 0.11% chance of passing by guessing). Empirical evaluation with K-12 students showed an average deviation of −5.69% between self-assessed prior knowledge and system-generated scores, validating PLA's diagnostic accuracy and capacity to reveal latent conceptual strengths."
J393DCTI,AI-Based Examination Content Creation: Evaluating Large Language Models for Question Generation,10.1109/IMSA65733.2025.11167467,2025,Abdelhamied,conferencePaper,"Int. Conf. Intell. Methods, Syst. Appl., IMSA",IN,,"Conference paper (IEEE IMSA 2025) that empirically fine-tunes three state-of-the-art LLMs (LLaMA 3.2, Mistral 7B, Qwen 2.5-Max) with LoRA and 4-bit quantization for automated MCQ generation across three educational benchmark datasets (SciQ, RACE, CosmosQA). Directly addresses CI4 (LLM for didactic content generation) and CI5 (fine-tuning technique). Rigorous evaluation with BERTScore, ROUGE, F1, and Token Efficiency metrics. Not a review/survey; contains original experiments and reproducible methodology (models uploaded to Hugging Face).",LLaMA 3.2 (3B); Mistral 7B; Qwen 2.5-Max (7B+),Fine-tuning (LoRA + 4-bit quantization via Unsloth framework),LoRA (Low-Rank Adaptation) with 4-bit quantization; AdamW 8-bit optimizer; Alpaca-style prompt formatting,"SciQ (13,000 MCQs for scientific reasoning), RACE (97,000+ questions from 28,000 passages for reading comprehension), CosmosQA (35,600 commonsense reasoning questions)",Multiple-choice questions (MCQ) with four answer choices (one correct + three distractors),"F1-score, ROUGE-1, ROUGE-2, ROUGE-L, BERTScore (semantic similarity), Token Efficiency, Precision, Recall",no,"General (benchmarks span middle school, high school, and domain-specific scientific/commonsense reasoning; no explicit learner profiling)",RQ1; RQ2; RQ3; RQ5,"Mistral 7B achieved highest F1 on SciQ (0.891) and best factual precision (0.8462), making it optimal for structured scientific MCQ generation. Qwen 2.5-Max excelled on RACE (F1=0.825) and CosmosQA (F1=0.702) due to its 32k-token context and multi-step reasoning. LLaMA 3.2 performed consistently but struggled with implicit reasoning. LoRA fine-tuning with 4-bit quantization significantly improved all models' efficiency without sacrificing quality. Future work calls for domain-specific fine-tuning and bias mitigation."
J3F2HT3V,Fine-Tuning Language Models for Pedagogy-Aligned Lesson Plans in Cybersecurity Education,10.14569/IJACSA.2025.01612124,2025,Althagafi,journalArticle,International Journal of Advanced Computer Science and Applications,IN,,"Meets all inclusion criteria: published in 2025 (CI1), in English (CI2), indexed journal article IJACSA (CI3), applies LLMs to generate structured didactic material (lesson plans) (CI4), uses supervised fine-tuning of GPT-3.5 with an ad hoc domain dataset (CI5), full text available (CI6). No exclusion criteria apply: it is not an editorial, not a review/survey, not in a medical context, and explicitly uses an LLM. The domain is educational cybersecurity, within the scope of the TFM on controlled generation of didactic material.",GPT-3.5-turbo-1106; Custom GPT (ChatGPT),"Supervised fine-tuning (OpenAI fine-tuning API) with a domain dataset built using Custom GPT, KMeans clustering (TF-IDF and SBERT), and oversampling for class balancing","Supervised fine-tuning (SFT) in chat format (.jsonl), 3 epochs, batch_size=1, learning_rate_multiplier=2; dataset of 325 balanced entries with oversampling and paraphrasing","Custom lesson plan dataset in cybersecurity: 119 original entries expanded to 325 after balancing, derived from the Diploma in Cybersecurity program at King Abdulaziz University (KAU); generated via Custom GPT and validated by 8 experts (curricularists and instructors)","Structured lesson plans with five components: course title, topic, learning objectives (revised Bloom's Taxonomy), learning theory, and teaching strategy","Automatic: BLEU (73.54), ROUGE-1 (82.19), ROUGE-2 (68.91), ROUGE-L (78.16), BERTScore F1 (97.43); human evaluation by educational experts and cybersecurity instructors on 6-8 pedagogical criteria",no,"Higher education / professional training in cybersecurity (university diploma, King Abdulaziz University)",RQ2; RQ3; RQ4; RQ5,"Fine-tuning GPT-3.5 with a pedagogically structured dataset produces lesson plans with high lexical and semantic fidelity (BERTScore F1=97.43, BLEU=73.54). Integrating Bloom's Taxonomy, learning theories, and teaching strategies explicitly into the fine-tuning process, rather than applying them in post-processing, is key to obtaining instructionally valid outputs. The framework is transferable to other domains by redefining the knowledge base."
J9KT6DN8,Multimodal Quiz Generation via RAG with LLM-as-Judge Evaluation,10.1109/FIE63693.2025.11328244,2025,Kunuku,conferencePaper,Proc. Front. Educ. Conf. FIE,IN,,"Conference paper (IEEE FIE 2025) in English presenting a novel multimodal quiz generation framework based on RAG (multimodal retrieval with BridgeTower embeddings, LanceDB vector store, LangChain prompt construction) using LLaMA 3.1 (8B) for text generation and LLaVA for vision-language understanding. Generates pedagogically aligned MCQs from lecture videos integrating audio, visual, and textual modalities. Evaluation uses LLM-as-Judge (Claude Sonnet v3.5, GPT-4, LLaMA 3.1) compared against human expert raters with inter-rater agreement metrics (Cohen's Kappa, Krippendorff's Alpha, Spearman's Rho). Directly relevant to RQ2 (RAG), RQ4 (output format: MCQ multimodal), RQ5 (evaluation: LLM-as-Judge + human), RQ6 (quality metrics: correctness, relevance, faithfulness), and RQ8 (multimodal content generation). All inclusion criteria met; no exclusion criteria apply.",LLaMA 3.1 (8B); LLaVA; BridgeTower; Claude Sonnet v3.5; GPT-4,RAG (multimodal: text + image retrieval via BridgeTower embeddings and LanceDB vector store) + structured prompting (LangChain dynamic prompt construction),,MIT 6.100L Introduction to Computer Science and Programming Using Python (Fall 2022) lecture videos -- first video used; 15 MCQs generated across 3 topic segments,Multiple-choice questions (MCQ) with 1 correct answer and 3 plausible distractors; multimodal input (audio transcript via Whisper + video frames via cv2 + text slides),"Two-stage: (1) Retrieval evaluation, Hit Rate and Mean Reciprocal Rank (MRR) for text and image modalities; (2) Generation quality, Correctness, Relevance, Faithfulness (5-point Likert); LLM-as-Judge comparison (Claude Sonnet v3.5, GPT-4, LLaMA 3.1 8B) vs. 4 human expert raters using Cohen's Kappa, Krippendorff's Alpha (ordinal and nominal), Spearman's Rho, Percentage Agreement",no,Higher education / undergraduate (introductory computer science course),RQ2; RQ4; RQ5; RQ6; RQ8,"The multimodal RAG pipeline achieves Hit Rate 0.91 (text) / 0.83 (image) and MRR 0.82 (text) / 0.71 (image). Generated MCQs score mean Correctness 4.028/5, Relevance 0.821, Faithfulness 0.898. LLM-as-Judge models show higher inter-model agreement (Kappa up to 0.70, Krippendorff's Alpha up to 0.87) than human-LLM agreement (Kappa 0.34-0.44), indicating LLMs are reliable proxies for surface-level quality but diverge from humans on nuanced pedagogical judgments. Claude Sonnet v3.5 best aligns with human raters (79% agreement, Kappa 0.41). LLMs tend to overestimate quality on vague or incomplete questions, underscoring the need for human oversight in pedagogically rigorous assessment."
